text,simplified_text
"Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) qonunchilikda nazarda tutilgan boshqa hollar. (78-modda ikkinchi","Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli qonundan: Qonunchilik maʼlumotlarini milliy bazada saqlash, 21.04.2021-y., 03/21/683/0375 soni bo'yicha qonunchilikda belgilangan boshqa hollar (78-modda ikkinchi)."
"qismining oltinchi xatboshisi Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) LexUZ sharhi Qarang:",
Oʻrindoshlik asosida ishga kirayotgan shaxslar mehnat daftarchasi oʻrniga asosiy ish joyidan olgan maʼlumotnomani; harbiy xizmatga majburlar yoki chaqiriluvchilar tegishincha harbiy,O'rindoshlik asosida ishga kirayotgan shaxslar mehnat daftarchasidan ma'lumotnomani oladi; harbiy xizmatga majburlar yoki chaqiriluvchilar tegishli.
biletni yoki harbiy hisobda turganlik haqidagi guvohnomani; qonunchilikka muvofiq maxsus maʼlumotga yoki maxsus tayyorgarlikka ega shaxslargina bajarishi mumkin boʻlgan ishlarga,biletni yoki harbiy hisobda turganlik haqidagi guvohnomani qonunchilikka muvofiq maxsus ma'lumotga yoki maxsus tayyorgarlikka ega shaxslargacha bajarishi mumkin bo'lgan ishlarga.
"kirayotganda oliy yoki oʻrta maxsus, kasb-hunar oʻquv yurtini tamomlaganligi toʻgʻrisidagi diplomni yoxud mazkur ishni bajarish huquqini beradigan guvohnomani yoki boshqa","kirayotganda oliy yoki oʻrta maxsus, kasb-hunar oʻquv yurtini tamomlaganligi toʻgʻrisidagi diplomni yoki ishni bajarish huquqini beradigan guvohnomani yoxud boshqa."
tegishli hujjatni taqdim etadi. (80-modda birinchi qismining beshinchi xatboshisi Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy,tegishli hujjatni taqdim etadi. (80-modda birinchi qismining beshinchi xatboshisi Oʻzbekiston Respublikasining 2021-yil 21-apreldagi Qonuni tahririda — Qonunchilik maʼlumotlar milliy.
"bazasi, 21.04.2021-y., 03/21/683/0375-son) Ishga qabul qilish vaqtida ishga kirayotgan shaxsdan qonunchilikda koʻrsatilmagan hujjatlarni talab qilish taqiqlanadi. (80-moddaning ikkinchi qismi Oʻzbekiston","21.04.2021-y., 03/21/683/0375-son) Ishga qabul qilish vaqtida ishga kirayotgan shaxsdan qonunchilikda koʻrsatilmagan hujjatlarni talab qilish taqiqlanadi."
"Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) Agar ishga kirayotgan shaxsning pasporti yoki shaxsini","Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli qonuni tahririda, qonunchilik ma'lumotlari milliy bazasi 21.04.2021-y., 03/21/683/0375-son. Agar ishga kirayotgan shaxsning pasporti yoki shaxsiy ma'lumotlari kiritilishi kerak."
"tasdiqlovchi boshqa hujjati haqiqiy boʻlmasa, uni ishga qabul qilish rad etilishi mumkin. (80-moddaning uchinchi qismi Oʻzbekiston Respublikasining 2019-yil 9-yanvardagi OʻRQ-514-sonli","tasdiqlovchi boshqa hujjati haqiqiy boʻlmasa, uni ishga qabul qilish rad etilishi mumkin. (80-moddaning uchinchi qismi Oʻzbekiston Respublikasining 2019-yil 9-yanvardagi OʻRQ-514-sonli)"
Mehnat daftarchasi Mehnat daftarchasi xodimning mehnat stajini tasdiqlovchi asosiy hujjatdir.,
"Ish beruvchi korxonada besh kundan ortiq ishlagan barcha xodimlarga mehnat daftarchasini tutishi shart, oʻrindoshlik asosida ishlovchilar bundan mustasno.",Barcha xodimlar besh kundan keyin ishlagan mehnat daftarchasini tutishi shart. Oʻrindoshlik asosida ishlovchilar bundan mustasno.
"Ish beruvchi mehnat daftarchasiga ishga qabul qilish, boshqa doimiy ishga oʻtkazish va mehnat shartnomasini bekor qilish toʻgʻrisidagi maʼlumotlarni yozishi shart.","Ishga qabul qilish, boshqa doimiy ishga o'tkazish va mehnat shartnomasini bekor qilish haqida ma'lumotlar yozish shart."
Xodimning iltimosiga koʻra mehnat daftarchasiga oʻrindoshlik asosida ishlagan va vaqtincha boshqa ishga oʻtkazilgan davrlar haqidagi yozuvlar kiritiladi.,"Xodimning iltimosiga ko'ra, mehnat daftarchasiga o'rindoshlik asosida yozuvlar kiritiladi. Bu yozuvlarda vaqtincha boshqa ishga o'tkazilgan davrlar haqida ma'lumot beriladi."
Ishga qabul qilishni rasmiylashtirish tartibi Ishga qabul qilish ish beruvchining buyrugʻi bilan rasmiylashtiriladi.,Ishga qabul qilishni rasmiylashtirish tartibi ish beruvchi buyrug'i bilan amalga oshariladi.
Buyruq chiqarish uchun xodim bilan tuzilgan mehnat shartnomasi asos boʻladi.,Buyruq berish uchun xodim bilan tuzilgan ishlash shartnomasi asos bo'lib staj.
Korxona rahbari korxona mulkdori unga bergan vakolatlar doirasida xodimlar bilan mehnat shartnomalari tuzadi.,Korxona rahbari korxona mulkdori uchun vakolatlar doirasida xodimlar bilan mehnat shartnomasini tuzadi.
Ishga qabul qilish haqidagi buyruq tuzilgan mehnat shartnomasining mazmuniga toʻla muvofiq ravishda chiqariladi.,Buyruq tuzilgan mehnat shartnomasining mazmuniga to'liq muvofiq ravishda chiqariladi.
Mehnat shartnomasining kuchga kirishi va ishning boshlanish kuni Qonunchilikka muvofiq tuzilgan mehnat shartnomasi u imzolangan paytdan boshlab kuchga kiradi.,"Mehnat shartnomasini imzoldikdan keyin, ish boshlanishi uchun kuchga kiring."
Dastlabki sinov muddati Dastlabki sinov muddati uch oydan oshib ketishi mumkin emas.,Dastlabki sinov muddati 4 oy bo'lishi mumkin emas.
Vaqtincha mehnatga qobiliyatsizlik davri va xodim uzrli sabablarga koʻra ishda boʻlmagan boshqa davrlar dastlabki sinov muddatiga kiritilmaydi. 86-modda.,Vaqtincha mehnatga qobiliyatsizlik va xodim uzrli sabablarga ko'ra ishda bo'lmaygan boshqa davrlar dastlabki sinov muddatiga kiritilmaydi. 86-modda.
Bunday holda ish beruvchi mehnat shartnomasini sinov natijasi qoniqarsiz boʻlgandagina bekor qilishi mumkin.,Ishtirok etishga ruxsatsiz bo'lib tashlandiganingiz uchun ma'lumot beraman.
LexUZ sharhi Qarang: mazkur Kodeksning VI bobi 4-paragrafi (“Mehnat shartnomasining bekor qilinishi”). 3-§.,LexUZ sharhi o'qishingiz mumkin: Kodeksning VI bosaligida (4-bag'iga) mehnat shartnomasi bekor qililsin bo'ladi. 3-§.
"Ijtimoiy omillar jumlasiga mehnat haqi miqdori, ish vaqtining, taʼtilning muddati va boshqa shartlar kiradi.","Ijtimoiy omillar jumlasiga mehnat haq, ish vaqt, taʼtil va boshqa shartlar kiradi."
"Texnika, sanitariya, gigiyenaga oid, ishlab chiqarish-maishiy va boshqa shartlar ishlab chiqarish omillari deb hisoblanadi.","Texnika, tozalash, igilovchi, ish yeri shartlari, va boshqalar ishlab chiqarish uchun talab bo'lib keltiriladigan shartlar."
Mehnat shartnomasi taraflaridan birining talabi bilan mehnat shartlarini oʻzgartirishga ushbu Kodeksning 89 va 90-moddalarida nazarda tutilgan hollarda yoʻl qoʻyiladi. 89-modda.,Kodeks 89 va 90-moddalarida mehnat shartlarini o‘zgartirish uchun bir nechta holatlarda yo'l berilgan. 89-modda.
Ish beruvchi ayrim toifadagi xodimlar uchun mehnat shartlarini oʻzgartirish xususida korxonadagi xodimlarning vakillik organlari bilan oldindan maslahatlashib oladi.,Ish beruvchi ayrim toifadagi xodimlarga mehnat shartlarini o'zgartirishga unda qanday yordam bera olishi mumkin. Korxonadagi xodimlarning vakillik organlari bilan oldindan maslahatlashadi.
Ish beruvchi mehnat shartlaridagi boʻlajak oʻzgarishlar haqida xodimni kamida ikki oy oldin yozma ravishda ogohlantirib tilxat olishi shart.,"Xodimni ikki oy oldin yozma ravishda ogohlantirib, boʻlajak oʻzgarishlar haqida tilxat olish shart."
Xodim ish beruvchi tomonidan mehnat shartlari oʻzgartirilganligi ustidan sudga shikoyat qilishga haqli.,Xodim ish beruvchidan mehnat shartlarini o'zgartirilgani ustida sudga shikoyat qilishga haqiqati bor.
Nizoni koʻrish vaqtida ish beruvchining zimmasiga avvalgi mehnat shartlarini saqlab qolish imkoniyati yoʻqligini isbotlab berish majburiyati yuklatiladi.,Vaqt ichida ish beruvchi bilan mehnat shartlarini saqlab qoldirish imkoniyati yo'q bo'lganini isbotlash majburiyat qarab bor.
LexUZ sharhi Qarang: Oʻzbekiston Respublikasining Fuqarolik protsessual kodeksi II boʻlimining 2-kichik boʻlimi (“Daʼvo ishini yuritish”). 90-modda.,"LexUZ sharhi Qarang: O'zbekiston Respublikasining Fuqarolik protsessual kodeksi II bo'limining 2-kichik bo'limi (""Da'vo ishini yuritish""). 90-modda."
Xodimning mehnat shartlarini oʻzgartirish haqidagi arizasi berilgan kundan eʼtiboran uch kundan kechiktirmay ish beruvchi tomonidan koʻrib chiqilishi lozim.,Xodimning mehnat shartlarini o'zgartirish haqidagi arizasidan bera olgan kunlardan e'tibor orqali uch kunda kechiktirmay ish beruvchi tomonidan ko'rib chiqilishi lozim.
"Xodimning mehnat shartlarini oʻzgartirish haqidagi talablari rad etilgan taqdirda, ish beruvchi unga rad etishning sababini yozma shaklda maʼlum qilishi kerak.","Xodimning mehnat shartlarini o'zgartirish talablariga rivojlanmasdan, ish beruvchi rad etishning sababini yozish shaklda ma'lum qilishi kerak."
"Xodim boshqa ishga oʻtishdan bosh tortgan yoki korxonada muvofiq keladigan ish boʻlmagan taqdirda, mehnat shartnomasi umumiy asoslarda bekor qilinishi mumkin.",Xodim boshqa ishga o'tishdan yoki korxonada ish bo'lmagan holda mehnat shartnomasi umumiy asoslarda bekor qilinishi mumkin.
LexUZ sharhi Qarang: mazkur Kodeksning 89-moddasi toʻrtinchi qismi va VI bobi 4 paragrafi (“Mehnat shartnomasining bekor qilinishi”). 93-modda.,LexUZ sharhi Qarang: mazkur Kodeksning 89-moddasi toʻrtinchi qismi va VI bobi 4 paragrafi (“Mehnat shartnomasining bekor qilinishi”). 93-modda.
"Boshqa ishga oʻtkazish muddati tugagach, ish beruvchi xodimga uning avvalgi ishini berishi shart. 94-modda.","Boshqa ishga o'tkazish muddati tugaguncha, ish beruvchi xodimga uning avvalgi ishini berishi kerak. 94-modda."
Bunday holda xodim sogʻligʻiga toʻgʻri kelmaydigan boshqa ishga oʻtkazilishi mumkin emas.,Xodim sog'liqiga to'g'ri kelmaydigan boshqa ishga o'tkazilishi mumkin emas.
Mehnat shartnomasini oʻzgartirishni rasmiylashtirish Doimiy boshqa ishga oʻtkazish ish beruvchining buyrugʻi bilan rasmiylashtiriladi.,Doimiy boshqa ishga o'tkazish ish beruvchining buyrug'i bilan mehnat shartnomasini o'zgartirishni rasmiylashtirish qilinadi.
Boshqa doimiy ishga oʻtkazish haqida buyruq chiqarish uchun xodim bilan tuzilgan mehnat shartnomasiga kiritilgan oʻzgarishlar asos boʻladi.,"Xodim bilan tuzilgan mehnat shartnomasiga kiritilgan o'zgarishlar, boshqa doimiy ishga o'tkazish haqida buyruq chiqarish uchun asos bo'ladi."
Vaqtincha boshqa ishga oʻtkazish uning muddati koʻrsatilgan holda buyruq bilan rasmiylashtiriladi.,Vaqtincha boshqa ishga o'tkazilishi uning muddati ko'rsatilganda rasmiy bo'lib buyruladi.
"LexUZ sharhi Qarang: mazkur Kodeksning 94 , 226 va 227-moddalari .","LexUZ sharhi o'qishingiz kerak: keltirilgan Kodeksning 94, 226 va 227-moddalarini."
LexUZ sharhi Qarang: mazkur Kodeksning 95-moddasi . Vaqtincha boshqa ishga oʻtkazishlar mehnat shartnomasida aks ettirilmaydi.,LexUZ sharhi qarang: mazkur Kodeksning 95-moddasi. Vaqtincha boshqa ishga o'tkazilmaydi.
"Mehnat shartlarini oʻzgartirish, shuningdek ish joyini oʻzgartirish ish beruvchining buyrugʻi bilan rasmiylashtiriladi.","Mehnat shartlarini va ish joyini o‘zgartirish rasmiy bo‘lib, ish beruvchi yetkazishi kerak."
Mehnat shartnomasida nazarda tutilgan mehnat shartlarini oʻzgartirish haqida buyruq chiqarish uchun xodim bilan tuzilgan mehnat shartnomasiga kiritilgan oʻzgartishlar asos boʻladi.,Mehnat shartnomasida tutilgan mehnat shartlarini o'zgartirish uchun buyruq chiqarish uchun xodim bilan tuzilgan mehnat shartnomasiga kiritilgan o'zgartirishlar asos bo'lib bor.
"Mehnatga oid munosabatlarni bekor qilish toʻgʻrisidagi shart mehnat shartnomasida bu shartnoma ish beruvchi tomonidan korxona rahbari, uning oʻrinbosarlari, bosh buxgalter","Korxona rahbari va uning o'rni bosqarchilari, bosh buxgalter munosabatlarni bekor qilish to'g'risida shart mehnat shartnomasiga ish beruvchi tomonidan ma'lumot oladi."
"bilan, korxonada bosh buxgalter lavozimi boʻlmagan taqdirda esa, bosh buxgalter vazifasini amalga oshiruvchi xodim bilan tuzilganda, shuningdek qonunda yoʻl qoʻyiladigan","bilan, korxonada bosh buxgalter lavozimi bo'lmagan paytda, bosh buxgalter vazifasini amalga oshiruvchi xodim bilan tuzilganda, shuningdek qonunda yo'l qo'yiladigan"
"5-son, 89-modda) LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Oliy sudi Plenumining 1998-yil 17-apreldagi 12-sonli “Sudlar tomonidan mehnat shartnomasi (kontrakti)ni bekor qilishni","5-son, 89-modda) LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Oliy sudi Plenumining 1998-yil 17-apreldagi 12-sonli ""Sudlar tomonidan mehnat shartnomasi (kontrakti)ni bekor qilishni"""
tartibga soluvchi qonunlarning qoʻllanilishi haqida”gi qarorining 45-bandi . 6) yangi muddatga saylanmaganligi (tanlov boʻyicha oʻtmaganligi) yoxud saylanishda (tanlovda) qatnashishni rad,Qonunlarning taqdim etilishi haqida 45-bandi. 6) Yangi muddatga tanlov boʻyicha oʻtmagan yoki qatnashmaydi.
Korxonaning bir organ boʻysunuvidan boshqa organ boʻysunuviga oʻtkazilishi mehnat shartnomasining amal qilishini toʻxtatmaydi. 99-modda.,Korxonaning bir organ boʻysunuvida boshqa organ boʻysunuviga oʻtkazilishi mehnat shartnomasining amal qilishini toʻxtatmaydi. 99-modda.
Xodim bilan ish beruvchi oʻrtasidagi kelishuvga binoan mehnat shartnomasi ogohlantirish muddati tugamasdan oldin ham bekor qilinishi mumkin.,Xodim bilan ish beruvchi oʻrtasidagi kelishuvga binoan mehnat shartnomasi ochilgan yillardan oldin bekor qilinishi mumkin.
Ushbu moddaning birinchi qismida nazarda tutilgan yoki taraflar kelishuvi boʻyicha belgilangan ogohlantirish muddati davomida xodim bergan arizani qaytarib olishga haqlidir.,"Ushbu modda birinchi qismida, xodim arizasini qaytarib berishi mumkin. Bu ariza tutilgan yoki taraflar kelishuvi bo'yicha belgilangan ogohlantirish muddatida qilindi."
xodimlar soni (shtati) yoki ish xususiyatining oʻzgarishiga olib kelgan ishlar hajmining qisqarganligi yoxud korxonaning tugatilganligi; LexUZ sharhi Qarang: Oʻzbekiston Respublikasi,xodimlar soni yoki ish xususiyatining o‘zgarishiga olib kelgan ish hajmini qisqartirish yoki korxonani tugatish; LexUZ sharhi Qarang: O‘zbekiston Respublikasi
Oliy sudi Plenumining 1998-yil 17-apreldagi 12-sonli “Sudlar tomonidan mehnat shartnomasi (kontrakti)ni bekor qilishni tartibga soluvchi qonunlarning qoʻllanilishi haqida”gi qarorining 18,"Plenumning 1998-yil 17-apreldagi 12-sonli ""Sudlar tomonidan mehnat shartnomasi bekor qilishni tartibga soluvchi qonunlarning qo'llanilishi haqida"" qarorining 18"
bajarayotgan ishiga noloyiq boʻlib qolishi; LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Oliy sudi Plenumining 1998-yil 17-apreldagi 12-sonli “Sudlar tomonidan mehnat shartnomasi,"Bajarayotgan ishga noloyiq bo'lib qolishi; LexUZ sharhi Qarang: O'zbekiston Respublikasi Oliy sudi Plenumining 1998-yil 17-apreldagi 12-sonli ""Sudlar tomonidan mehnat shartnomasi"""
Avval mehnat vazifalarini buzganligi uchun xodim intizomiy yoki moddiy javobgarlikka tortilgan yoxud unga nisbatan mehnat toʻgʻrisidagi qonun hujjatlari va boshqa,Avval mehnat vazifalarini buzgan uchun xodim intizomiy javobgarlikka tortilgan yoki unga nisbatan mehnat to‘g‘risidagi qonun hujjatlari bo‘lgan.
normativ hujjatlarda nazarda tutilgan taʼsir choralari qoʻllanilgan kundan eʼtiboran bir yil mobaynida xodim tomonidan takroran intizomga xilof nojoʻya harakat sodir,Xodim bir yilda bir marta intizomga xilof nojoʻya qilish uchun taʼsir choralari qoʻllanilgan kundan e'tibor berilgan kundan bittadan mobaynida harakat sodir.
qilinishi mehnat vazifalarini muntazam ravishda buzish hisoblanadi; (100-modda ikkinchi qismining 3-bandi Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik,qilinishi mehnat vazifalarini muntazam buzish hisoblanadi; (100-modda ikkinchi qismining 3-bandi Oʻzbekiston Respublikasining 2021-yil 21-apreldagi Qonunchilik tahririda — O'RQ-683-sonli Qonun)
"maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) LexUZ sharhi Qarang: Idoraviy mansubligi, mulkchilik va xoʻjalik yuritish shakllaridan qatʼi nazar, korxona, muassasa, tashkilot","Ma'lumotlari milliy bazasi 21.04.2021-y., 03/21/683/0375-son. LexUZ sharhi Qarang: Idoraviy mansublik, mulkchilik va xo'jalik yuritish shakllari bo'yicha."
"ichki mehnat tartibining namunaviy qoidalari (roʻyxat raqami: 746, 14.06.1999-y.) 2.36 va 2.37-bandlari, Oʻzbekiston Respublikasi Oliy sudi Plenumining 1998-yil 17-apreldagi 12-sonli","ichki mehnat tartibining namunaviy qoidalari (ro'yxat raqami: 746, 14.06.1999) 2.36 va 2.37 bandlari, O'zbekiston Respublikasi Oliy sudi Plenumining 1998-yil 17-apreldagi 12-sonli."
"“Sudlar tomonidan mehnat shartnomasi (kontrakti)ni bekor qilishni tartibga soluvchi qonunlarning qoʻllanilishi haqida”gi qarorining 29 , 30 , 32 va 33-bandlari","Sudlar tomonidan mehnat шартномаси (kontrakti)ni bekor qilishni tartibga soluvchi qonunlarning qo'llanilishi haqida""gi qarorining 29, 30, 32 va 33-bandlari"
. 4) xodimning oʻz mehnat vazifalarini bir marta qoʻpol ravishda buzganligi.,4) Xodimning o'z vazifalarini bir marta ko'p qilgan.
Xodimning oʻz mehnat vazifalarini buzishi qoʻpol tusga egaligi yoki ega emasligi har bir muayyan holda sodir qilingan nojoʻya harakatning ogʻir-yengilligiga,Xodimning o'z mehnat vazifalarini buzishi qo'llanma bo'yicha esa ega emasligi har bir holda sodir qiladigan nojoba harakatning og'ir-yengilligiga.
hamda bunday buzish tufayli kelib chiqqan yoki kelib chiqishi mumkin boʻlgan oqibatlarga qarab hal etiladi; LexUZ sharhi Qarang: Oʻzbekiston Respublikasi,Hamda buzish tufayli kelib chiqgan yoki kelib chiqishi mumkin bo'lgan o'qibatlarga qarab hal etiladi. LexUZ sharhi Qarang: O'zbekiston Respublikasi.
Oliy sudi Plenumining 1998-yil 17-apreldagi 12-sonli “Sudlar tomonidan mehnat shartnomasi (kontrakti)ni bekor qilishni tartibga soluvchi qonunlarning qoʻllanilishi haqida”gi qarorining 29,"1998-yil 17-aprelda Oliy sudi Plenum ""Sudlar tomonidan mehnat shartnomasi (kontrakti)ni bekor qilishni tartibga soluvchi qonunlarning qoʻllanilishi haqida"" nomli qaror 29-sonlik."
"tashkilot ichki mehnat tartibi” namunaviy qoidalarining (roʻyxat raqami: 746, 14.06.1999-y.) 2.36, 2.37 va 2.38-bandlari. 5) oʻrindoshlik asosida ishlamaydigan boshqa xodimning","tashkilot ichki mehnat tartibi namunaviy qoidalarining (ro'yxat raqami: 746, 14.06.1999-y.) 2.36, 2.37 va 2.38-bandlari. 5) o'rindoshlik asosida ishlamaydigan boshqa xodimning"
"ishga qabul qilinishi munosabati bilan, shuningdek mehnat shartlariga koʻra oʻrindoshlik ishi cheklanishi sababli oʻrindoshlar bilan mehnat shartnomasining bekor qilinganligi; LexUZ","Ishga qabul qilinishi va mehnat shartnomasi bilan, oʻrindoshlar mehnat shartnomasini bekor qilishga sabab boʻladi. LexUZ"
sharhi Qarang: Oʻzbekiston Respublikasi Oliy sudi Plenumining 1998-yil 17-apreldagi 12-sonli “Sudlar tomonidan mehnat shartnomasi (kontrakti)ni bekor qilishni tartibga soluvchi qonunlarning,Qarang: Oʻzbekiston Respublikasi Oliy sudi Plenum 1998-yil 17-apreliga 12-sonli qonun “Sudlar tomonidan mehnat shartnomasi (kontrakti)ni bekor qilishni tartibga soluvchi” boʻldi.
"qoʻllanilishi haqida”gi qarorining 39-bandi , “Idoraviy mansubligi, mulkchilik va xoʻjalik yuritish shakllaridan qatʼi nazar, korxona, muassasa, tashkilot ichki mehnat tartibi”","39-bandi idoraviy mansublik, mulkchilik va xoʻjalik yuritish shakllari, korxona, muassasa, tashkilot ichki mehnat tartibi haqida."
"namunaviy qoidalarining (roʻyxat raqami: 746, 14.06.1999-y.) 2.30-bandi. 6) korxona rahbari, uning oʻrinbosarlari, bosh buxgalter bilan, korxonada bosh buxgalter lavozimi boʻlmagan","namunaviy qoidalarining (roʻyxat raqami: 746, 14.06.1999-y.) 2.30-bandi. 6) korxona rahbari va bosh buxgalter bilan, korxonada bosh buxgalter lavozimi boʻlmagan"
